"ID_Auftrag"	"Kunde"	"Datum"	"Nr"	"Betrag"
314	266	"2007-02-14"	14444	"52.25"
315	260	"2007-02-14"	14443	10
316	267	"2007-02-14"	14441	"8.5"
317	268	"2007-02-14"	14437	"4.5"
318	269	"2007-02-15"	14458	"7.85"
319	270	"2007-02-15"	14449	"28.75"
320	271	"2007-02-15"	14448	"41.65"
321	272	"2008-05-07"	16032	"10.95"
322	273	"2007-02-16"	14465	9
323	115	"2007-02-16"	14460	"21.8"
324	274	"2007-02-16"	14457	"11.9"
325	275	"2007-02-16"	14456	"11.9"
326	276	"2007-02-16"	14455	"20.8"
327	257	"2007-02-16"	14442	"8.5"
328	277	"2007-02-16"	14399	"10.95"
329	278	"2007-02-19"	14463	"14.8"
330	279	"2007-02-19"	14462	"17.45"
331	57	"2007-02-19"	14453	"13.5"
332	280	"2007-02-19"	14450	"32.15"
333	281	"2015-05-22"	24721	"14.9"
334	282	"2007-02-20"	14473	9
335	282	"2007-08-27"	15158	5
336	283	"2007-02-20"	14469	"18.25"
337	12	"2007-02-20"	14467	"21.8"
338	284	"2007-02-20"	14466	"13.65"
339	134	"2007-02-20"	14464	"17.2"
340	285	"2007-02-20"	14461	"11.9"
341	286	"2007-02-20"	14459	"8.5"
342	287	"2007-02-20"	14408	"21.8"
343	288	"2007-02-21"	14472	"48.25"
344	289	"2007-02-21"	14470	15
345	263	"2007-02-21"	14454	"19.9"
346	290	"2007-02-21"	14452	"12.65"
347	291	"2007-02-21"	14445	"24.4"
348	155	"2011-03-14"	19791	"13.9"
349	292	"2015-09-02"	24993	"23.9"
350	293	"2007-02-22"	14474	10
351	294	"2007-02-22"	14447	"24.45"
352	295	"2007-02-23"	14492	"10.95"
353	6	"2007-02-23"	14490	"15.45"
354	296	"2007-02-23"	14484	15
355	297	"2007-02-23"	14471	"10.9"
356	298	"2007-02-23"	14430	"10.9"
357	147	"2007-02-26"	14475	"4.5"
358	299	"2007-02-27"	14489	"10.9"
359	300	"2009-05-08"	17367	20
360	301	"2007-02-27"	14485	"57.6"
361	285	"2007-02-27"	14483	"13.5"
362	302	"2007-02-27"	14481	"8.45"
363	303	"2007-02-27"	14480	"7.5"
364	304	"2007-02-28"	14495	10
365	305	"2007-02-28"	14491	"23.95"
366	291	"2007-02-28"	14487	"18.5"
367	306	"2007-02-28"	14479	6
368	307	"2007-03-01"	14498	"44.35"
369	308	"2007-03-01"	14497	5
370	309	"2007-03-01"	12828	"7.9"
371	256	"2007-03-02"	14510	"10.9"
372	310	"2007-03-02"	14505	"28.35"
373	24	"2007-03-02"	14504	"29.8"
374	311	"2007-03-02"	14503	"22.65"
375	312	"2007-03-02"	14502	"13.3"
376	313	"2007-03-02"	14500	"14.8"
377	314	"2007-03-02"	14494	6
378	315	"2007-03-04"	14518	"10.9"
379	316	"2007-03-05"	14501	"27.7"
380	109	"2007-03-05"	14478	"30.85"
381	317	"2007-03-06"	14512	"8.5"
382	306	"2007-03-06"	14509	4
383	297	"2007-03-06"	14508	"18.95"
384	318	"2007-03-06"	14507	"20.65"
385	12	"2007-03-06"	14496	"31.35"
386	319	"2007-03-06"	14493	"24.8"
387	320	"2007-03-07"	14515	"10.9"
388	321	"2007-03-07"	14513	"37.2"
389	322	"2011-08-10"	20443	7
390	323	"2007-03-08"	14531	"10.9"
391	146	"2007-03-08"	14517	"21.9"
392	51	"2007-03-08"	14516	6
393	102	"2007-03-08"	14511	5
394	148	"2007-03-08"	14506	10
395	324	"2007-03-09"	14539	2
396	94	"2007-03-09"	14538	"12.95"
397	325	"2007-03-09"	14535	"15.95"
398	326	"2007-03-09"	14533	"8.5"
399	327	"2007-03-09"	14529	"11.9"
400	328	"2007-03-09"	14525	"11.9"
401	222	"2007-03-09"	14524	"13.95"
402	86	"2007-03-09"	14522	"21.9"
403	86	"2007-03-09"	14521	"22.8"
404	276	"2007-03-09"	14520	20
405	55	"2007-03-09"	14519	"15.45"
406	329	"2007-03-09"	14514	"8.9"
407	330	"2007-03-09"	14499	"10.95"
408	128	"2006-03-09"	14488	"26.8"
409	128	"2007-03-09"	14477	"8.5"
410	331	"2007-03-12"	14532	"10.95"
411	332	"2009-01-23"	16973	"10.95"
412	196	"2007-03-12"	14527	"21.55"
413	333	"2007-03-13"	14277	"17.5"
414	155	"2014-09-08"		"39.95"
415	334	"2007-03-13"	14534	"10.95"
416	93	"2007-03-13"	14528	"22.8"
417	335	"2007-03-14"	14542	"12.5"
418	336	"2007-03-14"	14541	"10.95"
419	337	"2007-03-14"	14540	"14.95"
420	338	"2007-03-14"	14536	"14.45"
421	316	"2007-03-14"	14523	"10.9"
422	339	"2007-03-15"	14554	"13.95"
423	340	"2007-03-15"	14552	"19.9"
424	341	"2007-03-15"	14551	"13.55"
425	342	"2007-03-15"	14547	"13.95"
426	343	"2007-03-15"	14546	"18.95"
427	344	"2007-03-15"	14544	"11.95"
428	345	"2007-03-15"	14526	"12.95"
429	244	"2007-03-16"	14570	"23.85"
430	346	"2007-03-16"	14568	"10.95"
431	347	"2007-03-16"	14566	15
432	334	"2007-03-16"	14565	"10.95"
433	348	"2007-03-16"	14563	"13.85"
434	349	"2007-03-16"	14562	5
435	350	"2007-03-16"	14558	"21.9"
436	350	"2007-03-16"	14557	"23.35"
437	236	"2007-03-16"	14556	"10.95"
438	351	"2007-03-16"	14555	"13.05"
439	346	"2007-03-16"	14553	"23.85"
440	352	"2007-03-16"	14550	"17.9"
441	330	"2007-03-16"	14545	"10.95"
442	353	"2007-03-16"	14543	"17.35"
443	354	"2007-03-19"	14575	"11.95"
444	130	"2007-03-19"	14559	"51.55"
445	355	"2007-03-19"	14549	"10.95"
446	356	"2007-03-11"		"51.2"
447	357	"2007-03-20"	14582	"4.5"
448	138	"2011-12-02"	20834	"18.5"
449	358	"2007-03-20"	14577	"22.75"
450	359	"2007-03-20"	14573	"17.8"
451	360	"2015-10-22"	25119	4
452	361	"2007-03-20"	14569	"17.45"
453	362	"2007-03-20"	14560	"10.95"
454	363	"2007-03-15"		
455	364	"2007-03-22"	14580	"12.95"
456	342	"2007-03-22"	14576	"25.15"
457	88	"2007-03-22"	14574	"7.5"
458	365	"2007-03-22"	14571	"19.9"
459	56	"2007-03-22"	14567	"27.5"
460	283	"2007-03-23"	14604	"4.5"
461	160	"2007-03-23"	14603	4
462	366	"2007-03-23"	14600	"10.9"
463	19			
464	32	"2007-03-23"	14596	"20.45"
465	46	"2007-03-23"	14595	"10.95"
466	260	"2007-03-23"	14594	"13.55"
467	258	"2007-03-23"	14592	"10.95"
468	303	"2007-03-23"	14591	"10.95"
469	367	"2007-03-23"	14589	"10.95"
470	368	"2007-03-23"	14587	"18.95"
471	369	"2007-03-23"	14585	"16.95"
472	370	"2007-03-23"	14584	"18.9"
473	371	"2007-03-23"	14564	"10.85"
474	19			
475	372	"2007-03-26"	14598	4
476	147	"2007-03-26"	14586	"21.85"
477	176	"2007-03-26"	14583	"14.5"
478	373	"2007-03-23"	14579	"10.9"
479	374	"2007-03-28"	14615	4
480	375	"2007-03-28"	14602	25
481	25	"2007-03-29"	14590	"4.5"
482	376	"2007-03-30"	14625	"20.95"
483	377	"2007-03-30"	14620	"8.5"
484	378	"2007-03-30"	14617	"25.35"
485	379	"2007-03-30"	14614	"10.9"
486	380	"2007-03-30"	14612	"24.45"
487	8	"2007-03-30"	14611	20
488	315	"2007-03-30"	14610	"11.55"
489	355	"2007-03-30"	14609	"21.8"
490	381	"2007-03-30"	14608	"38.2"
491	382	"2007-03-30"	14605	"49.5"
492	383	"2007-03-30"	14601	5
493	384	"2007-04-02"	14629	"21.55"
494	385	"2007-04-02"	14606	"16.5"
495	386	"2007-04-02"	14616	"7.95"
496	149	"2007-04-03"	14628	"18.95"
497	387	"2007-04-03"	14618	"14.45"
498	388	"2007-04-03"	14588	"21.9"
499	379	"2007-04-04"	14634	"21.8"
500	389	"2007-04-04"	14633	"10.5"
501	223	"2007-04-04"	14632	"16.9"
502	390	"2007-04-04"	14627	"10.95"
503	391	"2007-04-04"	14624	"26.1"
504	392	"2007-04-04"	14622	"42.85"
505	393	"2007-04-04"	14619	10
506	394	"2007-04-04"	14613	"13.95"
507	395	"2008-03-10"	15810	"30.95"
508	396	"2015-11-13"	25209	"11.95"
509	397	"2007-04-05"	14644	"30.45"
510	218	"2007-04-05"	14641	"10.9"
511	398	"2007-04-05"	14639	"10.9"
512	386	"2007-04-05"	14636	"30.9"
513	205	"2007-04-05"	14630	"35.35"
514	399	"2007-04-05"	14623	20
515	357	"2007-04-05"	14597	10
516	400	"2007-04-10"	14640	"7.9"
517	401	"2007-04-10"	14607	"10.5"
518	402	"2007-04-11"	14645	"10.9"
519	403	"2007-04-11"	14642	"13.65"
520	404	"2007-04-12"	14646	"25.8"
521	405	"2007-04-12"	14643	"32.85"
522	380	"2007-04-12"	14635	"10.5"
523	32	"2007-04-12"	14631	"8.45"
524	60	"2007-04-12"	14621	"10.95"
525	406	"2007-04-13"	14668	"16.95"
526	407	"2007-04-13"	14664	"14.4"
527	303	"2007-04-13"	14660	"10.9"
528	408	"2007-04-13"	14659	"10.9"
529	409	"2007-04-13"	14658	"21.55"
530	334	"2007-04-13"	14657	"10.9"
531	410	"2007-04-13"	14656	"10.95"
532	411	"2007-04-13"	14655	"13.95"
533	401	"2007-04-13"	14654	"10.5"
534	412	"2007-04-13"	14653	"10.9"
535	12	"2007-04-13"	14651	"32.15"
536	413	"2007-04-13"	14650	"21.9"
537	414	"2007-04-13"	14649	28
538	52	"2007-04-13"	14638	"14.95"
539	415	"2007-04-13"	14637	"13.9"
540	416	"2007-04-16"	14652	4
541	417	"2007-04-17"	14666	6
542	418	"2007-04-17"	14663	"13.4"
543	419	"2007-04-17"	14662	"10.9"
544	420	"2007-04-18"	14670	10
545	24	"2007-04-18"	14667	"21.1"
546	113	"2010-09-29"	19242	"21.25"
547	421	"2007-04-18"	14661	"16.5"
548	422	"2007-04-19"	14675	"23.85"
549	53	"2007-04-19"	14671	"32.7"
550	423	"2007-04-19"	14647	"14.1"
551	424	"2007-04-19"	14626	"88.8"
552	425	"2007-04-20"	14697	"3.5"
553	426	"2007-04-20"	14693	"9.8"
554	32	"2007-04-20"	14685	"8.4"
555	427	"2007-04-20"	14682	"14.8"
556	91	"2007-04-20"	14681	"12.9"
557	91	"2007-05-02"	14754	"10.9"
558	428	"2007-04-20"	14679	"18.9"
560	430	"2007-04-20"	14674	"12.95"
561	431	"2007-04-20"	14672	"23.9"
562	432	"2007-04-20"	14648	"7.9"
563	433	"2007-04-23"	14691	"32.7"
564	434	"2007-04-23"	14677	"21.8"
565	12	"2007-04-23"	14673	"32.75"
567	165	"2007-04-24"	14711	"19.4"
568	435	"2007-04-24"	14694	"13.65"
569	436	"2007-04-25"	14718	"10.9"
570	168	"2007-04-25"	14702	5
571	437	"2007-04-25"	14696	"13.9"
572	438	"2007-04-25"	14690	"12.6"
573	439	"2007-04-25"	14699	"11.5"
574	289	"2007-04-25"	14698	"9.5"
575	440	"2007-04-25"	14688	"14.95"
576	441	"2007-04-25"	14686	"13.25"
577	442	"2007-04-25"	14669	"37.25"
578	443	"2007-04-26"	14727	"13.7"
579	103	"2007-04-26"	14710	"18.85"
580	444	"2007-04-26"	14708	"13.55"
581	445	"2007-04-26"	14705	"10.9"
582	446	"2007-04-26"	14704	"10.9"
583	447	"2007-04-25"	14700	"10.9"
584	24	"2007-04-26"	14695	"18.4"
585	219	"2007-04-26"	14689	"19.8"
586	448	"2007-04-27"	14743	"10.95"
587	2	"2007-04-27"	14738	"35.7"
588	449	"2007-04-27"	14730	8
589	450	"2007-04-27"	14729	"15.5"
590	451	"2007-04-27"	14728	"21.8"
591	452	"2007-04-27"	14725	"10.9"
592	453	"2007-04-27"	14723	15
593	196	"2007-04-27"	14719	"11.9"
594	211	"2007-04-27"	14717	"10.9"
595	302	"2007-04-27"	14715	"14.8"
596	454	"2007-04-27"	14714	"11.9"
597	455	"2007-04-27"	14713	"14.8"
598	80	"2007-04-27"	14706	"17.55"
599	456	"2007-04-27"	14701	"40.2"
600	63	"2007-04-30"	14747	"33.8"
601	457	"2007-04-30"	14746	"10.9"
602	458	"2007-04-30"	14734	"24.6"
603	358	"2007-04-30"	14724	10
604	459	"2007-04-30"	14722	"31.6"
605	460	"2007-04-30"	14721	"13.65"
606	461	"2007-05-01"	14720	"9.9"
607	332			
609	463	"2007-04-30"	14680	"14.5"
610	581	"2013-10-22"	22956	"24.95"
611	582	"2007-05-02"	14750	"30.5"
612	583	"2007-05-02"	14739	"9.9"
613	584	"2007-05-02"	14733	18
614	585	"2007-05-02"	14732	"24.9"
615	32	"2007-05-02"	14731	"35.9"
616	586	"2007-05-03"	14755	4
617	407	"2007-05-03"	14752	"9.5"
618	587	"2007-05-03"	14749	"32.85"
619	588	"2007-05-03"	14736	"12.8"
620	589	"2007-05-03"	14716	"11.8"
621	590	"2007-05-04"	14774	"8.45"
622	32	"2007-05-04"	14771	"21.9"
623	165	"2007-05-04"	14764	"11.95"
624	591	"2007-05-04"	14758	"14.8"
625	592	"2007-05-04"	14756	"21.9"
626	593	"2007-05-04"	14751	"13.6"
627	257	"2007-05-04"	14748	"12.4"
628	96	"2007-05-04"	14742	"10.95"
629	594	"2007-05-04"	14740	"22.5"
630	329	"2007-05-04"	14692	"11.9"
631	595	"2007-05-04"	14676	9
632	24	"2007-05-07"	14753	4
633	596	"2007-05-07"	14744	18
634	597	"2007-05-07"	14726	"23.25"
635	88	"2007-05-07"	14703	"15.5"
636	598	"2007-05-07"	14687	"85.8"
637	249	"2007-05-07"	14684	"82.45"
638	599	"2007-05-08"	14775	14
639	393	"2007-05-08"	14770	"8.5"
640	600	"2007-05-08"	14766	"10.9"
641	601	"2007-05-08"	14762	"13.9"
642	430	"2007-05-08"	14761	"24.9"
643	602	"2008-06-09"	16155	"12.9"
644	587	"2007-05-09"	14773	"21.8"
645	603	"2007-05-09"	14769	20
646	604	"2007-05-09"	14767	"18.9"
647	605	"2007-05-09"	14765	"10.9"
648	11	"2007-05-09"	14763	"13.9"
649	382	"2007-05-09"	14759	"40.1"
650	606	"2007-05-10"	14782	"10.9"
651	150	"2007-05-10"	14779	"9.9"
652	500	"2007-05-10"	14772	"11.9"
653	526	"2007-05-11"	14803	"19.5"
654	19			
655	604	"2007-05-11"	14799	"10.9"
656	33	"2007-05-11"	14795	"21.9"
657	607	"2007-05-11"	14792	"10.9"
658	608	"2007-05-11"	14790	"13.85"
659	609	"2007-05-11"	14788	45
660	610	"2007-05-11"	14785	"11.8"
661	134	"2007-05-11"	14784	"52.1"
